id,recipe_id,recipe_step,recipe_content,recipe_img_url
15,3,1,"익힌 고구마150g 으깨기
너무 퍽퍽하면 우유3T추가/ 안달면 꿀 추가하면 좋아요",https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/477ec6cd7160e268ffee33e9b4946b5d1.jpg
16,3,2,팬에 기름2T 두르기,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/e17b33a45e65f069f994e2b03a35fce01.jpg
17,3,3,계란2개 올려 동그란 모양으로 퍼뜨리기 (또띠아랑비슷하게),https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/09ba764ba57d27080f796623e2da1e9e1.jpg
18,3,4,위에 또띠아를 덮고,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/ac22b0f5cd26676365e85cac9a49341a1.jpg
19,3,5,"고구마 펼쳐올리기
가장자리말고 가운데로 (나중에 눌려져서 밖으로 튀어나와요)",https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/2bfe46a68ab0a5ab9c88102384f58e071.jpg
20,3,6,소금 한꼬집,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/155d6551c2f55627f0a414ab087436f21.jpg
21,3,7,치즈2장,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/d7e0a2eefc54e4c0ad5df0ca12950bc81.jpg
22,3,8,반으로 접기,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/274ff6f99bdb2b9777e3321a442f63a41.jpg
23,3,9,앞뒤로 굽고 안에 치즈가 녹으면 끝!,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/3d4b719bb826aaf90386e38b916af2371.jpg
24,3,10,잘라서 먹어요,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/2fbf111cf14c40476d4edcfe65985b341.jpg
25,3,11,담백한맛 좋아하면 이대로,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/094675527011c7f585af76bb238acb5a1.jpg
26,3,12,소스 맛이 필요하면 케첩,https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/6d96fe6455d2992662326f100f869fa11.jpg
27,3,13,"더 풍성한 맛을 원하면 마요네즈,케첩 섞어먹으면 꿀맛!",https://recipe1.ezmember.co.kr/cache/recipe/2022/04/17/7ec22f5be79cb1abded1b86a31b9bebd1.jpg
28,4,1,"볼에 밀가루, 우유, 녹인 버터, 소금을 넣고 반죽한다.",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/5ca445f422b6a3a68fa8caac642060421.jpg
29,4,2,반죽이 한 덩어리가 되면 손으로 치댄다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/df30c5a4fa2f28e137b9dc682677fa0f1.jpg
30,4,3,랩을 씌워 실온에서 30분 정도 둔다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/989f6b8f9e110ab3d992b09fee3069541.jpg
31,4,4,"볼에 고구마를 으깬 후 마요네즈, 꿀을 넣고 섞는다.",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/ed2033a75591fd3a83f3a6dd80df37551.jpg
32,4,5,"반죽을 밀대로 펼친 후 치즈, 고구마반죽을 올린다.
라오메뜨 천연세라믹 도마",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/453d37ff02ff58ad51ad73c699050b371.jpg
33,4,6,반죽의 가장자리를 모아서 붙이고 밀대로 펼친다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/ee7a5c4c343f6d6990976aa241e566a41.jpg
34,4,7,"팬에 버터를 녹인 후 반죽을 앞뒤로 노릇하게 굽는다.
USA 벤소닉 레트로 1구 원형 인덕션
ITALY 19V69 피아트 프라이팬",https://recipe1.ezmember.co.kr/cache/recipe/2022/07/12/cf83fc8f718ee327ac4bc7006af707cf1.jpg
35,5,1,깨끗이 씻은 마늘쫑은 잘게 썬다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/05/23/8aabc88d869cfd77212a7838b8aab71f1.jpg
36,5,2,"올리브오일 두른 팬에 마늘쫑이 진초록이 되도록 볶다가 다진 당근을 넣어 볶는다.
(당근은 선택재료에요. 마늘쫑만 넣어도 되고 양파, 파프리카 등 다른 채소를 넣어도 좋아요.)
소금 조금 넣어 밑간해 주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/23/7ed15e4ff20de4991e0bc12740098e621.jpg
37,5,3,밥을 넣어 볶는다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/05/23/ad5406dfc03aa55bf1c420c5a6fcdbc71.jpg
38,5,4,기름 뺀 캔참치를 넣는다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/05/23/58631126104f0027437eda32b7d4c5671.jpg
39,5,5,양조간장 넣어 볶는다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/05/23/5524ca58bdd3952a3100015a47df28fa1.jpg
40,5,6,"다 볶아지면 불 끄고 들참기름과 참깨 넣는다. 들기름, 참기름 각각 혹은 둘 다 넣어도 좋아요.",https://recipe1.ezmember.co.kr/cache/recipe/2022/05/23/442228d0245d00ef189df6530e3087091.jpg
41,6,1,"버섯의 밑동과 갓을 잘라낸 뒤, 3~4등분 한다",https://recipe1.ezmember.co.kr/cache/recipe/2019/05/25/795623fb17579da693e682704ad30b441.jpg
42,6,2,자른버섯의 양면에 칼집을 낸다,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/25/19e5f0140872668cc49254099445ceae1.jpg
43,6,3,팬에 버터를 녹인다,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/25/7b3328b32a80155737c6742d26d171f91.jpg
44,6,4,버섯을 굽는다,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/25/d395ea8eddf517c470f56319e857ad051.jpg
45,6,5,불을 약불로 줄이고 소스를 넣고 졸인다,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/25/932ffaf7fec36a6216183e43e8f361c51.jpg
46,7,1,"냉동새우는 물에 넣고 해동시켜주세요
새우꼬리부분은 취향에 따라 제거해주세요 !",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/d42c37b8064214285415b7c3fad198b71.jpg
47,7,2,칠리 소스 재료들을 모두 넣고 섞어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/bb3c0892e8f1776e48f27908160251631.jpg
48,7,3,팬에 식용유를 두르고 다진 마늘을 낮은 불에서 살짝 볶아주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/2dba0c73e88cd585e4e3e01927cd90881.jpg
49,7,4,마늘이 살짝 익을 때쯤 해동된 새우를 넣고 후추로 살짝 뿌려주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/f9ffd3f4d30114287b8f49d8e58713ba1.jpg
50,7,5,새우가 익어가면 소스를 넣고 소스와 새우가 함께 잘 버무려지게끔 물을 살짝 넣고 섞어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/4aa4943e9e194f9c48c2d03aebcea72c1.jpg
51,7,6,마무리로 버터를 한조각 넣고 섞어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/b4cba4bd1546b57fec6879ff5883da6c1.jpg
52,7,7,밥을 준비해주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/10c70461746f586e9b568af845e7a1531.jpg
53,7,8,밥 위에 칠리새우를 올려주시면 완성입니다 !,https://recipe1.ezmember.co.kr/cache/recipe/2018/01/05/3bb9dfbf636d5dd2397b31b8f00700fd1.jpg
54,8,1,냉장된 등갈비를 일단 찬물에 담궈서는 핏물을 빼줍니다. 2-3번 물을 갈아 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/c6fc241a5a7cadca0cb233c90bf075cc1.jpg
55,8,2,핏물을 제거한 등갈비를 삶아 줍니다. 삶는 시간은 용량에 따라 다르겠지만 적어도 1시간 정도 삶아 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/4487d379df386a013d8824f294dc30371.jpg
56,8,3,삶아지는 동안에 묵은지를 냄비에 밑에 둘러 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/6b73a6f920a2117bfc50c2533a0b7c241.jpg
57,8,4,그리고 삶아낸 등갈비를 김치 위에 올려 놓아 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/39fa24a4da3624770eb8bdce6f7ed35b1.jpg
58,8,5,"양념을 시작합니다. 다진마늘, 다진생강, 매실액을 넣어 줍니다. 간은 김칫국물이 해 줍니다.",https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/a7de9d971388d27749e15ccea178edb71.jpg
59,8,6,"파채를 듬뿍 위에 올려 줍니다. 그리고 육수를 부어 줍니다. 자작하게...재료들이 2/3가 잠길 정도로만 넣어 줍니다. 일단, 센불에서 시작합니다. 팔팔 끓어 오르면 뚜껑을 닫은 상태 그대로 중불에서 은근하게 끓여 줍니다. 뚜껑을 닫고는 1시간이상 끓여 줍니다.",https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/6bc6d471c68557b4a9d23c3765d103b41.jpg
60,8,7,점점 파채의 향이 풍기면서 숨이 죽고 국물이 자작해지게 됩니다. 뚜껑을 열어 보고 간을 보시면 됩니다. 간을 보고 부족하면 멸치액젓을 추가로 넣어 주시면 됩니다. 그런데 보통은 간이 필요가 없습니다. 김칫국물이 그 간을 맞춰 주니까요.,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/7e063a65568592aa161e735ca86ed9561.jpg
61,8,8,푹 잘익고 삶아진 묵은지등갈비찜 완성입니다. 통깨를 솔솔 뿌려 주셔도 좋고 썬쪽파를 뿌려 주셔도 좋겠지요.,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/07/c0a3de8d48de049c377ec453599afaba1.jpg
62,9,1,봄동은 잎이 연한것으로 고른다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/da0586dba2ddc1c2381f27aac837dd831.jpg
63,9,2,잎을 떼어 끓는 물에 소금을 넣고 데친다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/06ed1a9915e576018adfa3102b9cd81c1.jpg
64,9,3,찬물에 여러번 헹구어 씻어 물기를 꼭 짠다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/4ddbb1d9c3129acfe8258ebad1cf41591.jpg
65,9,4,파와 마늘은 다진다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/1abe7a32107d3d744d20ba14e54ff0661.jpg
66,9,5,봄동은 먹기좋은 크기로 자른다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/7f53f438033797095a16b20b59b597481.jpg
67,9,6,위의 양념으로 조물조물 무친다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/e392c70de450b6243ac95928dcfe672d1.jpg
68,9,7,접시에 담는다.,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/e9583deaec38a3c34090b9537fc8b8211.jpg
69,10,1,"대파에 떡국떡 (가래떡, 떡볶이떡) 베이컨",https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/13446ed70aed37c26af763adb84141781.jpg
70,10,2,기름두르고 볶듯구워요.(튀기듯하면 더 맛있습니다),https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/1145c79eff5d066e71205df0f95da1f21.jpg
71,10,3,"간장.물엿.참기름을 넣어 볶아요. 간장 한스푼, 물엿 넉넉히, 참기름한스푼(이런 느낌 비율로. )",https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/7f5cba0264793d2a3d65dbe571d0698a1.jpg
72,10,4,볶아주며 졸입니다.,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/a21f5dfdd2a8410e1b21f08bdd0c7d2e1.jpg
73,10,5,국물없게끔 졸여야 맛있어용: ),https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/ed8b687915ef34432c3bc4e585ec029f1.jpg
74,10,6,깨도 뿌리고 한번 볶아준 후 끝.,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/543393455e182e908839c74e3f00dc191.jpg
75,10,7,완성^^,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/80355fb42bb8780fc97fbdc191deec9f1.jpg
76,11,1,배추는 한잎한잎 떼어서 깨끗히 씻어서 준비하고 반을 잘라서 준비해주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/044c680e1fd89c01b51106168668ae8b1.jpg
77,11,2,끓는물에 배추 줄기부분부터 넣어서 데쳐준후 아랫잎쪽도 넣어서 데쳐주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/fc3e8a49fd95fe0f9dcd85cccf17bd491.jpg
78,11,3,찬물에 재빨리 넣어 헹궈준후 슬쩍~짜서 물기 제거해주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/5a7f69e9e86ef3229dc9337ea90909c11.jpg
79,11,4,배추는 겹쳐서 준비한후 한입크기로 썰어서 준비,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/55cd80ae2b7be52f3c9fefd9654c44551.jpg
80,11,5,볼에 된장 1ts+참기름 1ts+들깨 1Ts를 넣고 잘섞어준후~ 어른들이 먹을꺼면 여기에 다진마늘 1/2ts을 넣으면 더 맛나지요.,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/66096fe26eccadb8942152bca7caa4b41.jpg
81,11,6,"된장에 배추를 넣고~ 조물조물 버무려주면 완성, 아이들이 먹을꺼라 간을 쎄게 하지 않았는데~ 어른들이 먹을꺼면 양념을 2배로 한후 무쳐주면 되지용~",https://recipe1.ezmember.co.kr/cache/recipe/2015/07/28/031b193752e3a7233655a4ed38b640511.jpg
82,12,1,꽈리고추(20개)는 먹기좋게 3등분해서 썰어 주시구요~,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/3bc7391b7f8088d8240c365152aeef1d1.jpg
83,12,2,햄(140g)도 썰어 주세요~,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/8d74c254b0da9a8010da5c0a8dbde6931.jpg
84,12,3,양파1/2개 마늘3쪽도(다진마늘1T)도 준비해 주시구요~,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/c51df499cd04da52709c827fff3608901.jpg
85,12,4,식용유1T+참기름1T두른후 양파먼저 슥슥 볶아 주시다가~,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/c368fcb4c9f36fe3ece1438a16d143fb1.jpg
86,12,5,"햄넣고 볶아 주세요~
(약불에서 볶아 주세요^^)",https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/e6ec9b7d3f68d420d3ea8279c5634ddc1.jpg
87,12,6,양파가 살짝 투명해지면 다진마늘 넣어서 볶아 주시다가~,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/af90182ea546f7a8a589c5a6c45dd4cf1.jpg
88,12,7,꽈리고추 넣고 볶다가~,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/22c3f66052ac886c1bac9d6e080140111.jpg
89,12,8,"진간장2T,굴소스1/2T,물엿이나 올리고당2T넣고 볶아 주심 끝이에용^^
(굴소스 없으시면 간장 더넣어 주심 되셔요~)",https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/f98572969e762bc6dc90d42b59caec131.jpg
90,12,9,"꽈리고추는 너무 익히시면 냉장고 들어갔다 나왔을때 숨이 죽어 맛없는 비주얼이 되요~살짝 덜익었다 싶으실때까지 볶아 주시면 아삭하면서 맛있어용^~^
간단방법 이지만 완전 맛있고 밥반찬으로 딱 좋아용^^",https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/6adf5d9fda5f01736613f57f785afae61.jpg
91,13,1,팽이버섯은 3등분으로 자르고 양파와 대파는 채썰어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/7c34d4568deb4301f77feba335d6c2411.jpg
92,13,2,"간장 2, 맛술 2, 물 3, 굴소스 0.5, 설탕 0.5숟가락을 넣고 소스를 만들어주세요.
다진마늘 약간(커피스푼1) 넣어주면 더 맛있어요.
물론 생략가능!",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/60c2a15a1a40a352b8b4d570bcdfb4d31.jpg
93,13,3,"달군팬에 기름을 두르고 대파, 양파, 팽이버섯을 넣고 숨이 죽을 만큼 살짝 볶아주세요.",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/9aa154fdc3492d888077f6ce776948091.jpg
94,13,4,소스를 부어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/bb4e8805e406494f57dc5c3ba34875871.jpg
95,13,5,국물이 자작자작해질때까지 조려주면 완성!,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/64e623e43b799db04b630c12732137e61.jpg
96,13,6,"국물이 자작해질 동안 달걀프라이 하나 ^^
노른자 터트려 함께 비벼드시면 꿀맛!",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/d3f4deea9db4f7a8e4327d82c793d68e1.jpg
97,13,7,"밥을 담고 달걀프라이를 올린 다음 흰자 위로 팽이버섯 비~잉
참기름 톡~통깨 뿌려주면 초간단 초저렴 든든한끼 완성!",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/03/726e7f7bc1df5bfe1637fef7835f10ec1.jpg
98,14,1,버섯과 양파를 잘라줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/bcad5aa857fdb9064c8aed4288b28db81.jpg
99,14,2,"올리브유를 두르고 양파와 다진마늘을 볶아줍니다.
일반 식용유로 해도 상관없습니다~",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/b4b93c7553207ed1399e845e3556f0f51.jpg
100,14,3,마늘향이 올라오면 베이컨을 넣어 볶아줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/95003f8425b128398812eadc7ec8d0e41.jpg
101,14,4,베이컨들이 다 떨어지면 버섯을 넣고 내가 좋아하는 식감까지 볶아줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/2b5efa43fadfad7684cbc731e31d929f1.jpg
102,14,5,"굴소스를 넣어 줍니다! (채소의 양이 적다면 1/2스푼만 넣어주세요.)
굴소스를 넣지 않아도 베이컨에 간이 되어 있어서 맛있답니다~",https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/284ff356241dbdc193a4100be88a5f961.jpg
103,14,6,그릇에 담아 맛있게 먹어줍니다ㅎㅎ,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/20/278823665cec9d37efc91d80d53f1b451.jpg
104,15,1,마늘종 300g을 4cm길이로 썰어주세요,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/cc9ae82902ca57b7b640ea676b968ec01.png
105,15,2,"달궈진 마른팬에 건새우 50g을 넣고 중간불에서 1분간 볶아주세요.
마른팬에서 건새우를 볶으면 잡내는 사라지고 단맛은 올라갑니다.",https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/f41b4aee3e70cf93a103532fa745513c1.png
106,15,3,볶은 새우를 체에 올려 잔 가루를 털어 내주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/fc2f4ead554e4ac135ad4fc6efbd9b961.png
107,15,4,팬에 불을 (센불)켜고 물 1/4컵을 넣고 끓여 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/04227c798c7e0fecfdad6f81714a9d4c1.png
108,15,5,"물이 끓어 오르면 마늘종 300g과 소금 1/3큰술을 넣고 수분이 없어질때까지 볶아줍니다.
마늘종을 물에 볶으면 데치는 효과를 내서 아린맛은 날아가고 색감은 살아 납니다.",https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/a83b13ff339a4494461b3b7d02b5f4ad1.png
109,15,6,수분이 없어 졌을 때 볶아 놓은 건새우를 넣어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/946e71aba719e3f2f850031ac0d2b5241.png
110,15,7,설탕 2큰술을 넣고 살짝 볶아주고 설탕 입자가 있을때 간장4큰술을 넣어 줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/fb04b0d30bec5f126246aec84b73c1a91.png
111,15,8,식용유 4큰술을 건새우쪽으로 넣고 볶아줍니다.,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/1d6175d4f07063b28dfb9b11de69c39a1.png
112,15,9,"불을 끄고 참기름 2큰술, 물엿 1큰술반, 통깨 1큰술을 넣고 잘 어우러지게 섞어서 맛있게 드시면 되세요~",https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/88870d91d0349948d47139d56e2806a31.png
113,16,1,부추는 적당한 크기로 썰고 달걀은 여러번 저어서 곱게 풀어 놓습니다,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/2eb35792f527cd4c430197c0d61a07e41.jpg
114,16,2,팬에 식용유를 두르고 뜨거워지면 달걀을 붓고 젓가락으로 저으면서 익혀주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/3bbda757ef01366beb23284a77d9b6411.jpg
115,16,3,부추와 굴소스를 넣고 볶아주세요,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/62e41d0f1475f200e518030f6c23fe5c1.jpg
116,16,4,달걀과 섞은후 불을 끄고 참기름을 넣고 저어준후,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/c73302ca99881dc4866f02111f3d3fbb1.jpg
117,16,5,그릇에 밥 한공기를 담고 그위에 부추 달걀 볶음을 담아주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/b589d3a4486b726f751857e814b535461.jpg
118,17,1,소세지 슥슥 칼집을 넣어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/2ce1f216f9b862994d8c590512b67c031.jpg
119,17,2,"끓는 물에 살짝 데쳐 주세요.
데쳐주면 기름기도 빠지고 칼집도 선명해진답니다.",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/6531030d3f191c293fc441ca699890151.jpg
120,17,3,"캐첩 5스푼, 간장 1스푼, 굴소스 1스푼, 설탕 1스푼, 식초 1스푼을 넣고 양념장을 만들어 주세요.
다진마늘을 약간 넣어주면 양념치킨 맛이 나요.",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/7701bfd3bd6428f5081aabd5eb99a93c1.jpg
121,17,4,달군팬에 양파 등을 볶아주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/d69d261acdf255804de371b59ccb8f8a1.jpg
122,17,5,데친 소세지를 넣어주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/cb4ed7ddf6b33e52ac6bd3663a49eb411.jpg
123,17,6,양념장을 넣고 달달 볶아주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/2b37f9e5d7990742faa631394b7271511.jpg
124,17,7,윤기 및 달달한 맛을 추가하기 위해 올리고당 한바퀴만 둘러주면 밥도둑 최애반찬 완성입니다.,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/18/090db4d15ba93270b26b8b0834a837781.jpg
125,18,1,"시금치는 깨끗하게 씻은 뒤 먹기 좋게 잘라주세요.
시금치 1/2단",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/26c08958ee943e3691e2e8bed805c8971.JPG
126,18,2,"달걀 3알은 소금 한꼬집 넣어 잘 풀어주세요.
달걀 3알, 소금 한꼬집",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/2c63a67d41108fbac98a057730b816421.JPG
127,18,3,"팬에 기름 살짝 두르고 달걀물을 넣어 약불에서 젓가락으로 저어가며 스크럼블 에그를 만들어 주세요.
기름 약간, 달걀물
약불",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/c6e467a16b55bb2a54af876162ffa78b1.JPG
128,18,4,만들어진 스크럼블 에그는 접시에 잠시 덜어놓아 주세요.,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/b9a4832756000b00b48ed15a571d03b91.JPG
129,18,5,"팬에 기름 2T, 다진파 한 줌을 넣어 약불에서 파기름을 만들어 주세요.
기름 2T, 다진파 한줌
약불",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/e5d5f3890690ae1de4bf1c5f31b545081.JPG
130,18,6,"파향이 올라오면 센불로 올리고 시금치를 넣어주세요.
시금치
센불",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/80e8d639d92e04f8fe097e5537c266bb1.JPG
131,18,7,"시금치 숨이 살짝 죽으면 소금 두꼬집 정도 넣어 잘 섞어주세요.
소금 2꼬집
센불",https://recipe1.ezmember.co.kr/cache/recipe/2018/07/09/e6d86ad96affbe03430dcf7fb56db83e1.JPG
